release year,user rating score,user rating size,AgeAtRating,RatingPerUser,release year_binary,user rating score_binary,user rating size_binary
2008.0,98.0,80.0,15,1.225,2008.0,98.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2013.0,85.0,80.0,10,1.0625,2013.0,85.0,80.0
2013.0,97.0,80.0,10,1.2125,2013.0,97.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2014.0,93.0,80.0,9,1.1625,2014.0,93.0,80.0
2015.0,69.0,80.0,8,0.8625,2015.0,69.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,91.0,80.0,7,1.1375,2016.0,91.0,80.0
2015.0,97.0,80.0,8,1.2125,2015.0,97.0,80.0
2015.0,84.0,80.0,8,1.05,2015.0,84.0,80.0
2016.0,93.0,80.0,7,1.1625,2016.0,93.0,80.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2012.0,68.0,80.0,11,0.85,2012.0,68.0,80.0
2016.0,95.0,80.0,7,1.1875,2016.0,95.0,80.0
2012.0,88.0,80.0,11,1.1,2012.0,88.0,80.0
2013.0,92.0,80.0,10,1.15,2013.0,92.0,80.0
2015.0,96.0,80.0,8,1.2,2015.0,96.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,61.0,80.0,7,0.7625,2016.0,61.0,80.0
2016.0,77.0,80.0,7,0.9625,2016.0,77.0,80.0
2016.0,89.0,80.0,7,1.1125,2016.0,89.0,80.0
2015.0,66.0,80.0,8,0.825,2015.0,66.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2017.0,98.0,80.0,6,1.225,2017.0,98.0,80.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2016.0,85.0,80.0,7,1.0625,2016.0,85.0,80.0
2016.0,95.0,80.0,7,1.1875,2016.0,95.0,80.0
2016.0,95.0,80.0,7,1.1875,2016.0,95.0,80.0
2016.0,94.0,80.0,7,1.175,2016.0,94.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,57.0,80.0,7,0.7125,2016.0,57.0,80.0
2015.0,81.0,80.0,8,1.0125,2015.0,81.0,80.0
2016.0,88.0,80.0,7,1.1,2016.0,88.0,80.0
2016.0,84.0,80.0,7,1.05,2016.0,84.0,80.0
2016.0,86.0,80.0,7,1.075,2016.0,86.0,80.0
2016.0,57.0,80.0,7,0.7125,2016.0,57.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2012.0,97.0,80.0,11,1.2125,2012.0,97.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2015.0,97.0,80.0,8,1.2125,2015.0,97.0,80.0
2010.0,89.0,80.0,13,1.1125,2010.0,89.0,80.0
2008.0,98.0,80.0,15,1.225,2008.0,98.0,80.0
2013.0,62.0,80.0,10,0.775,2013.0,62.0,80.0
2012.0,96.0,80.0,11,1.2,2012.0,96.0,80.0
2014.0,94.0,80.0,9,1.175,2014.0,94.0,80.0
2015.0,94.0,80.0,8,1.175,2015.0,94.0,80.0
2017.0,91.0,80.0,6,1.1375,2017.0,91.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2003.0,98.0,80.0,20,1.225,2003.0,98.0,80.0
2005.0,79.0,80.0,18,0.9875,2005.0,79.0,80.0
2014.0,79.0,80.0,9,0.9875,2014.0,79.0,80.0
2014.0,93.0,80.0,9,1.1625,2014.0,93.0,80.0
2016.0,95.0,80.0,7,1.1875,2016.0,95.0,80.0
2016.0,91.0,80.0,7,1.1375,2016.0,91.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2014.0,73.0,80.0,9,0.9125,2014.0,73.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2016.0,91.0,80.0,7,1.1375,2016.0,91.0,80.0
2015.0,84.0,80.0,8,1.05,2015.0,84.0,80.0
2016.0,93.0,80.0,7,1.1625,2016.0,93.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2011.0,88.0,80.0,12,1.1,2011.0,88.0,80.0
2016.0,95.0,80.0,7,1.1875,2016.0,95.0,80.0
2013.0,92.0,80.0,10,1.15,2013.0,92.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,80.0,80.0,7,1.0,2016.0,80.0,80.0
2016.0,83.0,80.0,7,1.0375,2016.0,83.0,80.0
2016.0,61.0,80.0,7,0.7625,2016.0,61.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,70.0,80.0,7,0.875,2016.0,70.0,80.0
2017.0,81.0,80.0,6,1.0125,2017.0,81.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2015.0,81.0,80.0,8,1.0125,2015.0,81.0,80.0
2016.0,94.0,80.0,7,1.175,2016.0,94.0,80.0
2016.0,88.0,80.0,7,1.1,2016.0,88.0,80.0
2016.0,84.0,80.0,7,1.05,2016.0,84.0,80.0
2016.0,79.0,80.0,7,0.9875,2016.0,79.0,80.0
2017.0,82.0,80.0,6,1.025,2017.0,82.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2017.0,94.0,80.0,6,1.175,2017.0,94.0,80.0
2017.0,99.0,80.0,6,1.2375,2017.0,99.0,80.0
2016.0,57.0,80.0,7,0.7125,2016.0,57.0,80.0
2016.0,62.0,80.0,7,0.775,2016.0,62.0,80.0
1993.0,84.0,80.0,30,1.05,1993.0,84.0,80.0
2002.0,86.0,80.0,21,1.075,2002.0,86.0,80.0
2005.0,92.0,80.0,18,1.15,2005.0,92.0,80.0
2007.0,84.09421487603306,82.0,16,,2007.0,84.09421487603306,82.0
2008.0,57.0,80.0,15,0.7125,2008.0,57.0,80.0
2009.0,95.0,80.0,14,1.1875,2009.0,95.0,80.0
1976.0,84.09421487603306,82.0,47,,1976.0,84.09421487603306,82.0
1993.0,84.09421487603306,82.0,30,,1993.0,84.09421487603306,82.0
2010.0,84.09421487603306,82.0,13,,2010.0,84.09421487603306,82.0
2008.0,84.09421487603306,82.0,15,,2008.0,84.09421487603306,82.0
2010.0,74.0,80.0,13,0.925,2010.0,74.0,80.0
2010.0,84.09421487603306,82.0,13,,2010.0,84.09421487603306,82.0
2014.0,93.0,80.0,9,1.1625,2014.0,93.0,80.0
2012.0,89.0,80.0,11,1.1125,2012.0,89.0,80.0
2007.0,77.0,80.0,16,0.9625,2007.0,77.0,80.0
2003.0,66.0,80.0,20,0.825,2003.0,66.0,80.0
2005.0,84.09421487603306,82.0,18,,2005.0,84.09421487603306,82.0
2010.0,73.0,80.0,13,0.9125,2010.0,73.0,80.0
2012.0,71.0,80.0,11,0.8875,2012.0,71.0,80.0
1989.0,84.09421487603306,82.0,34,,1989.0,84.09421487603306,82.0
1996.0,84.09421487603306,82.0,27,,1996.0,84.09421487603306,82.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2016.0,71.0,80.0,7,0.8875,2016.0,71.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2016.0,83.0,80.0,7,1.0375,2016.0,83.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,84.09421487603306,81.0,7,,2016.0,84.09421487603306,81.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2016.0,61.0,80.0,7,0.7625,2016.0,61.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
1993.0,84.0,80.0,30,1.05,1993.0,84.0,80.0
1999.0,67.0,80.0,24,0.8375,1999.0,67.0,80.0
2002.0,86.0,80.0,21,1.075,2002.0,86.0,80.0
1999.0,83.0,80.0,24,1.0375,1999.0,83.0,80.0
2008.0,57.0,80.0,15,0.7125,2008.0,57.0,80.0
2010.0,74.0,80.0,13,0.925,2010.0,74.0,80.0
2007.0,77.0,80.0,16,0.9625,2007.0,77.0,80.0
2003.0,66.0,80.0,20,0.825,2003.0,66.0,80.0
2005.0,84.09421487603306,82.0,18,,2005.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2010.0,73.0,80.0,13,0.9125,2010.0,73.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2009.0,84.09421487603306,82.0,14,,2009.0,84.09421487603306,82.0
1997.0,84.09421487603306,82.0,26,,1997.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2008.0,84.09421487603306,82.0,15,,2008.0,84.09421487603306,82.0
2015.0,67.0,80.0,8,0.8375,2015.0,67.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
1998.0,88.0,80.0,25,1.1,1998.0,88.0,80.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2012.0,84.09421487603306,82.0,11,,2012.0,84.09421487603306,82.0
2000.0,74.0,80.0,23,0.925,2000.0,74.0,80.0
2016.0,74.0,80.0,7,0.925,2016.0,74.0,80.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,71.0,80.0,7,0.8875,2016.0,71.0,80.0
2016.0,78.0,80.0,7,0.975,2016.0,78.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2012.0,84.09421487603306,82.0,11,,2012.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2016.0,83.0,80.0,7,1.0375,2016.0,83.0,80.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,56.0,80.0,8,0.7,2015.0,56.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,80.0,80.0,7,1.0,2016.0,80.0,80.0
1994.0,86.0,80.0,29,1.075,1994.0,86.0,80.0
1997.0,83.0,80.0,26,1.0375,1997.0,83.0,80.0
1999.0,95.0,80.0,24,1.1875,1999.0,95.0,80.0
2000.0,95.0,80.0,23,1.1875,2000.0,95.0,80.0
2002.0,86.0,80.0,21,1.075,2002.0,86.0,80.0
2002.0,95.0,80.0,21,1.1875,2002.0,95.0,80.0
2004.0,82.0,80.0,19,1.025,2004.0,82.0,80.0
2004.0,84.09421487603306,82.0,19,,2004.0,84.09421487603306,82.0
2004.0,84.09421487603306,82.0,19,,2004.0,84.09421487603306,82.0
2005.0,91.0,80.0,18,1.1375,2005.0,91.0,80.0
2005.0,92.0,80.0,18,1.15,2005.0,92.0,80.0
2007.0,84.09421487603306,82.0,16,,2007.0,84.09421487603306,82.0
2007.0,94.0,80.0,16,1.175,2007.0,94.0,80.0
2008.0,91.0,80.0,15,1.1375,2008.0,91.0,80.0
2009.0,95.0,80.0,14,1.1875,2009.0,95.0,80.0
2010.0,74.0,80.0,13,0.925,2010.0,74.0,80.0
2012.0,89.0,80.0,11,1.1125,2012.0,89.0,80.0
2015.0,68.0,80.0,8,0.85,2015.0,68.0,80.0
2015.0,88.0,80.0,8,1.1,2015.0,88.0,80.0
2009.0,84.09421487603306,82.0,14,,2009.0,84.09421487603306,82.0
2016.0,85.0,80.0,7,1.0625,2016.0,85.0,80.0
2013.0,81.0,80.0,10,1.0125,2013.0,81.0,80.0
2007.0,67.0,80.0,16,0.8375,2007.0,67.0,80.0
2015.0,94.0,80.0,8,1.175,2015.0,94.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2017.0,88.0,80.0,6,1.1,2017.0,88.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2007.0,70.0,80.0,16,0.875,2007.0,70.0,80.0
2015.0,93.0,80.0,8,1.1625,2015.0,93.0,80.0
2017.0,72.0,80.0,6,0.9,2017.0,72.0,80.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2015.0,90.0,80.0,8,1.125,2015.0,90.0,80.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2015.0,72.0,80.0,8,0.9,2015.0,72.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2016.0,84.09421487603306,81.0,7,,2016.0,84.09421487603306,81.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,77.0,80.0,7,0.9625,2016.0,77.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2016.0,61.0,80.0,7,0.7625,2016.0,61.0,80.0
1994.0,86.0,80.0,29,1.075,1994.0,86.0,80.0
1998.0,80.0,80.0,25,1.0,1998.0,80.0,80.0
1999.0,95.0,80.0,24,1.1875,1999.0,95.0,80.0
1999.0,67.0,80.0,24,0.8375,1999.0,67.0,80.0
2000.0,80.0,80.0,23,1.0,2000.0,80.0,80.0
2000.0,95.0,80.0,23,1.1875,2000.0,95.0,80.0
2002.0,95.0,80.0,21,1.1875,2002.0,95.0,80.0
2003.0,64.0,80.0,20,0.8,2003.0,64.0,80.0
1982.0,68.0,80.0,41,0.85,1982.0,68.0,80.0
2004.0,85.0,80.0,19,1.0625,2004.0,85.0,80.0
2005.0,92.0,80.0,18,1.15,2005.0,92.0,80.0
2005.0,85.0,80.0,18,1.0625,2005.0,85.0,80.0
2007.0,84.09421487603306,82.0,16,,2007.0,84.09421487603306,82.0
2007.0,94.0,80.0,16,1.175,2007.0,94.0,80.0
2008.0,91.0,80.0,15,1.1375,2008.0,91.0,80.0
2010.0,74.0,80.0,13,0.925,2010.0,74.0,80.0
2015.0,68.0,80.0,8,0.85,2015.0,68.0,80.0
2008.0,56.0,80.0,15,0.7,2008.0,56.0,80.0
2012.0,84.09421487603306,82.0,11,,2012.0,84.09421487603306,82.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
1997.0,81.0,80.0,26,1.0125,1997.0,81.0,80.0
1998.0,88.0,80.0,25,1.1,1998.0,88.0,80.0
2012.0,84.09421487603306,82.0,11,,2012.0,84.09421487603306,82.0
2009.0,84.09421487603306,82.0,14,,2009.0,84.09421487603306,82.0
2013.0,81.0,80.0,10,1.0125,2013.0,81.0,80.0
2007.0,67.0,80.0,16,0.8375,2007.0,67.0,80.0
2015.0,82.0,80.0,8,1.025,2015.0,82.0,80.0
2012.0,85.0,80.0,11,1.0625,2012.0,85.0,80.0
2014.0,70.0,80.0,9,0.875,2014.0,70.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2008.0,84.09421487603306,82.0,15,,2008.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2016.0,71.0,80.0,7,0.8875,2016.0,71.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,96.0,80.0,8,1.2,2015.0,96.0,80.0
2017.0,88.0,80.0,6,1.1,2017.0,88.0,80.0
2007.0,70.0,80.0,16,0.875,2007.0,70.0,80.0
2015.0,93.0,80.0,8,1.1625,2015.0,93.0,80.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2015.0,71.0,80.0,8,0.8875,2015.0,71.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2015.0,72.0,80.0,8,0.9,2015.0,72.0,80.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,98.0,80.0,7,1.225,2016.0,98.0,80.0
2016.0,84.09421487603306,81.0,7,,2016.0,84.09421487603306,81.0
2016.0,77.0,80.0,7,0.9625,2016.0,77.0,80.0
2016.0,61.0,80.0,7,0.7625,2016.0,61.0,80.0
1993.0,81.0,80.0,30,1.0125,1993.0,81.0,80.0
1993.0,96.0,80.0,30,1.2,1993.0,96.0,80.0
1994.0,86.0,80.0,29,1.075,1994.0,86.0,80.0
1997.0,93.0,80.0,26,1.1625,1997.0,93.0,80.0
1999.0,95.0,80.0,24,1.1875,1999.0,95.0,80.0
2000.0,95.0,80.0,23,1.1875,2000.0,95.0,80.0
2002.0,86.0,80.0,21,1.075,2002.0,86.0,80.0
2002.0,95.0,80.0,21,1.1875,2002.0,95.0,80.0
1997.0,75.0,80.0,26,0.9375,1997.0,75.0,80.0
2005.0,92.0,80.0,18,1.15,2005.0,92.0,80.0
2006.0,55.0,80.0,17,0.6875,2006.0,55.0,80.0
2007.0,94.0,80.0,16,1.175,2007.0,94.0,80.0
2008.0,91.0,80.0,15,1.1375,2008.0,91.0,80.0
2009.0,95.0,80.0,14,1.1875,2009.0,95.0,80.0
2010.0,74.0,80.0,13,0.925,2010.0,74.0,80.0
2015.0,68.0,80.0,8,0.85,2015.0,68.0,80.0
2015.0,88.0,80.0,8,1.1,2015.0,88.0,80.0
2012.0,65.0,80.0,11,0.8125,2012.0,65.0,80.0
1997.0,81.0,80.0,26,1.0125,1997.0,81.0,80.0
2012.0,84.09421487603306,82.0,11,,2012.0,84.09421487603306,82.0
2013.0,81.0,80.0,10,1.0125,2013.0,81.0,80.0
2015.0,82.0,80.0,8,1.025,2015.0,82.0,80.0
2012.0,85.0,80.0,11,1.0625,2012.0,85.0,80.0
2002.0,84.09421487603306,82.0,21,,2002.0,84.09421487603306,82.0
2015.0,94.0,80.0,8,1.175,2015.0,94.0,80.0
2014.0,70.0,80.0,9,0.875,2014.0,70.0,80.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2015.0,96.0,80.0,8,1.2,2015.0,96.0,80.0
2017.0,88.0,80.0,6,1.1,2017.0,88.0,80.0
2007.0,70.0,80.0,16,0.875,2007.0,70.0,80.0
2015.0,93.0,80.0,8,1.1625,2015.0,93.0,80.0
2017.0,84.09421487603306,82.0,6,,2017.0,84.09421487603306,82.0
2015.0,84.0,80.0,8,1.05,2015.0,84.0,80.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,61.0,80.0,7,0.7625,2016.0,61.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2015.0,72.0,80.0,8,0.9,2015.0,72.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,92.0,80.0,7,1.15,2016.0,92.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,97.0,80.0,7,1.2125,2016.0,97.0,80.0
2016.0,84.09421487603306,81.0,7,,2016.0,84.09421487603306,81.0
2016.0,93.0,80.0,7,1.1625,2016.0,93.0,80.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,77.0,80.0,7,0.9625,2016.0,77.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,80.0,80.0,7,1.0,2016.0,80.0,80.0
1990.0,65.0,80.0,33,0.8125,1990.0,65.0,80.0
1993.0,81.0,80.0,30,1.0125,1993.0,81.0,80.0
1997.0,93.0,80.0,26,1.1625,1997.0,93.0,80.0
1998.0,80.0,80.0,25,1.0,1998.0,80.0,80.0
1998.0,84.09421487603306,82.0,25,,1998.0,84.09421487603306,82.0
1998.0,81.0,80.0,25,1.0125,1998.0,81.0,80.0
1998.0,84.09421487603306,82.0,25,,1998.0,84.09421487603306,82.0
1999.0,95.0,80.0,24,1.1875,1999.0,95.0,80.0
2000.0,91.0,80.0,23,1.1375,2000.0,91.0,80.0
2000.0,84.09421487603306,82.0,23,,2000.0,84.09421487603306,82.0
1998.0,64.0,80.0,25,0.8,1998.0,64.0,80.0
2000.0,95.0,80.0,23,1.1875,2000.0,95.0,80.0
1940.0,61.0,80.0,83,0.7625,1940.0,61.0,80.0
1986.0,67.0,80.0,37,0.8375,1986.0,67.0,80.0
1997.0,84.09421487603306,82.0,26,,1997.0,84.09421487603306,82.0
1998.0,84.09421487603306,82.0,25,,1998.0,84.09421487603306,82.0
2001.0,84.09421487603306,82.0,22,,2001.0,84.09421487603306,82.0
1995.0,64.0,80.0,28,0.8,1995.0,64.0,80.0
2002.0,84.09421487603306,82.0,21,,2002.0,84.09421487603306,82.0
1998.0,84.09421487603306,82.0,25,,1998.0,84.09421487603306,82.0
1997.0,84.09421487603306,82.0,26,,1997.0,84.09421487603306,82.0
1999.0,84.09421487603306,82.0,24,,1999.0,84.09421487603306,82.0
1991.0,84.09421487603306,82.0,32,,1991.0,84.09421487603306,82.0
1982.0,84.09421487603306,82.0,41,,1982.0,84.09421487603306,82.0
1999.0,83.0,80.0,24,1.0375,1999.0,83.0,80.0
2006.0,57.0,80.0,17,0.7125,2006.0,57.0,80.0
2006.0,84.09421487603306,82.0,17,,2006.0,84.09421487603306,82.0
1976.0,84.09421487603306,82.0,47,,1976.0,84.09421487603306,82.0
1990.0,84.09421487603306,82.0,33,,1990.0,84.09421487603306,82.0
1993.0,84.09421487603306,82.0,30,,1993.0,84.09421487603306,82.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
2009.0,84.09421487603306,82.0,14,,2009.0,84.09421487603306,82.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
2012.0,84.09421487603306,82.0,11,,2012.0,84.09421487603306,82.0
1997.0,81.0,80.0,26,1.0125,1997.0,81.0,80.0
1997.0,72.0,80.0,26,0.9,1997.0,72.0,80.0
2009.0,84.09421487603306,82.0,14,,2009.0,84.09421487603306,82.0
2011.0,84.09421487603306,82.0,12,,2011.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2014.0,57.0,80.0,9,0.7125,2014.0,57.0,80.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2014.0,84.09421487603306,82.0,9,,2014.0,84.09421487603306,82.0
2015.0,84.0,80.0,8,1.05,2015.0,84.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2016.0,96.0,80.0,7,1.2,2016.0,96.0,80.0
2016.0,84.09421487603306,82.0,7,,2016.0,84.09421487603306,82.0
2013.0,84.09421487603306,82.0,10,,2013.0,84.09421487603306,82.0
2015.0,84.09421487603306,82.0,8,,2015.0,84.09421487603306,82.0
1990.0,65.0,80.0,33,0.8125,1990.0,65.0,80.0
1997.0,83.0,80.0,26,1.0375,1997.0,83.0,80.0
1997.0,93.0,80.0,26,1.1625,1997.0,93.0,80.0
1999.0,67.0,80.0,24,0.8375,1999.0,67.0,80.0
1986.0,67.0,80.0,37,0.8375,1986.0,67.0,80.0
2002.0,86.0,80.0,21,1.075,2002.0,86.0,80.0
1992.0,70.0,80.0,31,0.875,1992.0,70.0,80.0
2001.0,84.09421487603306,82.0,22,,2001.0,84.09421487603306,82.0
1995.0,64.0,80.0,28,0.8,1995.0,64.0,80.0
2003.0,84.09421487603306,82.0,20,,2003.0,84.09421487603306,82.0
1998.0,84.09421487603306,82.0,25,,1998.0,84.09421487603306,82.0
1997.0,84.09421487603306,82.0,26,,1997.0,84.09421487603306,82.0
2003.0,84.09421487603306,82.0,20,,2003.0,84.09421487603306,82.0
